fecha,s1p1,s1p2,s1p3,s1p4,s1p5,s2p6,s2p7,s2p8,s2p9,s3p10,s3p11,s3p12,s3p13,s4p14
23/05/2025 05:29,En desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,
05/05/2025 09:45,En desacuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
18/06/2025 20:28,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,Los precios dinámicos me han permitido ahorrar dinero cuando no tengo prisa en conseguir un producto.
12/02/2025 07:10,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
22/01/2025 21:05,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,Neutral,Neutral,Neutral,De acuerdo,En desacuerdo,De acuerdo,Neutral,
22/05/2025 00:07,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,En desacuerdo,En desacuerdo,"Desde mi experiencia, los descuentos no siempre coinciden con mi momento de compra, y eso me obliga a estar pendiente del calendario."
17/02/2025 12:23,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,
11/01/2025 01:14,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,"Es evidente que los precios cambian demasiado seguido, aunque a veces molesta."
24/03/2025 07:18,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Mejorar la comunicación con el cliente.
01/04/2025 08:41,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,
01/04/2025 22:47,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,
26/04/2025 09:55,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,"Mientras te muestran un producto 'en oferta', el sistema te sugiere otros con precios inflados. Así convencen de que al comprarlo se está ahorrando."
14/04/2025 03:57,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,En desacuerdo,"Parecen ventajosos, pero en realidad son una excusa para ajustar tarifas según cuán desesperado esté el comprador. Si buscas mucho un producto, sube de precio."
10/04/2025 05:41,En desacuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,Neutral,"Eso de los precios dinámicos suena complicado. Yo solo veo que a veces el mismo producto tiene diferentes precios según el vendedor, pero asumí que era porque cada uno pone lo que quiere cobrar. No sabía que era algo planeado por la plataforma."
17/03/2025 10:57,Neutral,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No me gusta que el precio suba en diciembre justo cuando todos necesitamos comprar.
17/04/2025 08:40,Neutral,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,
06/03/2025 11:13,Neutral,Neutral,Neutral,Totalmente en desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,
10/04/2025 04:56,Neutral,Neutral,De acuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,En desacuerdo,De acuerdo,
12/01/2025 05:07,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,
04/01/2025 18:53,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,En desacuerdo,"Muchas tiendas bajan precios a media noche, cuando nadie compra, y luego los suben al amanecer. Así el sistema registra un 'precio más bajo' que casi nadie ve."
17/05/2025 06:23,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,En desacuerdo,De acuerdo,"He notado que los precios suben justo cuando llega la prima, y eso me incomoda."
24/05/2025 03:21,De acuerdo,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,Neutral,
06/04/2025 14:45,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,
01/06/2025 18:50,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,"Desde mi experiencia, la empresa podría informar mejor sobre los cambios de precio, aunque me parece injusto cuando suben demasiado."
02/03/2025 23:14,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,Totalmente en desacuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,
03/05/2025 10:36,Neutral,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,
24/02/2025 07:37,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,Neutral,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
30/01/2025 20:40,De acuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,"Me parece que puedo ahorrar si espero el mes adecuado, y eso me ha ayudado a ahorrar en varias ocasiones."
25/04/2025 21:48,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,
16/01/2025 18:08,Neutral,Neutral,Neutral,Neutral,Neutral,En desacuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,
06/03/2025 01:45,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,Neutral,Neutral,"Mejora la competitividad, las empresas pueden responder rápidamente a cambios en el mercado y ajustar sus precios."
22/01/2025 23:33,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,
12/04/2025 10:50,En desacuerdo,Neutral,De acuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,
20/01/2025 04:15,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,
14/04/2025 20:05,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,
21/06/2025 14:38,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,
22/02/2025 14:21,En desacuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,
14/06/2025 12:03,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,"Cuando no tengo priza por comprar un producto, lo busco varias veces en la semana hasta ver una oferta por escases de invetario."
27/05/2025 23:45,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,
07/02/2025 15:44,Neutral,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,"Me he vuelto más estratégico al comprar, reviso los precios todos los meses."
23/03/2025 23:28,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,"Te venden la escasez, ejemplo solo 2 disponibles, pero al día siguiente hay 10 más al mismo precio, nos manipulan."
09/05/2025 03:40,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,
11/02/2025 11:24,En desacuerdo,Neutral,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,"Me parece que el stock se agota rápido cuando bajan los precios, lo cual me parece razonable dadas las condiciones del mercado."
26/02/2025 16:10,En desacuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,
16/02/2025 22:35,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Neutral,
11/05/2025 14:12,Neutral,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,
20/01/2025 04:02,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
26/02/2025 21:05,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,
27/03/2025 12:56,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,"Me parece bien que los precios bajen en meses tranquilos, así uno puede planear mejor la compra."
15/04/2025 03:34,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,La verdad nunca me he fijado si los precios cambian solos. Siempre pensé que eran los vendedores ajustando sus precios manualmente para competir entre ellos.
04/05/2025 15:53,Neutral,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,
04/03/2025 16:40,De acuerdo,Neutral,Totalmente en desacuerdo,Neutral,De acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
08/03/2025 23:37,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,
17/02/2025 02:16,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
17/01/2025 18:53,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,
15/03/2025 17:54,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,
05/03/2025 07:21,Neutral,En desacuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,
16/03/2025 02:07,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,"Es evidente que los descuentos no siempre coinciden con mi momento de compra, aunque a veces genera frustración."
23/06/2025 07:53,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,En desacuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,
20/06/2025 00:05,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
20/01/2025 05:30,Neutral,Neutral,Totalmente en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,
07/05/2025 05:47,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,
10/03/2025 08:13,De acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,Neutral,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Neutral,En desacuerdo,De acuerdo,
19/06/2025 04:43,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,
01/05/2025 00:20,Neutral,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,
05/01/2025 15:05,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,
22/05/2025 14:32,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,De acuerdo,De acuerdo,
24/01/2025 00:45,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,
31/03/2025 03:45,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
07/06/2025 20:02,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,
25/05/2025 09:43,En desacuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,Neutral,En desacuerdo,Neutral,
19/01/2025 02:48,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,
23/04/2025 20:09,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,
23/05/2025 18:58,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,Neutral,
23/01/2025 00:00,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
22/06/2025 15:22,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,
07/01/2025 11:41,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
01/01/2025 16:32,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Neutral,De acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,
20/01/2025 12:06,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,
27/02/2025 17:15,De acuerdo,Neutral,De acuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,
22/01/2025 11:31,Neutral,De acuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
22/05/2025 19:42,Neutral,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,
29/01/2025 21:09,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,
02/01/2025 07:40,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,
06/01/2025 05:49,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,
01/03/2025 06:02,En desacuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
27/02/2025 21:21,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,
11/04/2025 02:03,Neutral,Neutral,De acuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,En desacuerdo,De acuerdo,
22/05/2025 04:09,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,
31/01/2025 16:03,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
16/02/2025 07:52,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,
01/03/2025 06:56,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"No sabía que en Mercado Libre los precios cambiaban así! Hace dos semanas vi un reloj en $450 mil, lo dejé en favoritos y al día siguiente estaba en $380 mil. Ahora entiendo por qué mi hermano siempre dice ‘espera a que baje"
12/02/2025 14:46,Neutral,Neutral,Neutral,En desacuerdo,Neutral,En desacuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,"Creo que la lógica de precios parece algo confusa, aunque sería mejor si avisaran con tiempo."
15/03/2025 11:39,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,
07/03/2025 20:00,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
05/03/2025 19:12,Totalmente de acuerdo,Neutral,En desacuerdo,De acuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,
11/05/2025 19:00,Neutral,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Neutral,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
20/03/2025 14:40,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,
25/06/2025 05:26,De acuerdo,Neutral,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,
14/06/2025 07:49,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,
29/05/2025 13:55,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,Totalmente en desacuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,"Las ofertas en temporada baja suelen ser buenas, así que trato de estar atento para no perdérmelas."
14/02/2025 06:20,De acuerdo,Neutral,De acuerdo,Totalmente en desacuerdo,Neutral,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
03/04/2025 10:43,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,Neutral,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,
07/04/2025 05:19,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,
17/01/2025 04:43,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,Neutral,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,
20/06/2025 06:10,De acuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,
06/03/2025 10:03,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,Neutral,Neutral,En desacuerdo,Neutral,
20/06/2025 23:48,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,
23/06/2025 10:58,De acuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,
22/05/2025 08:52,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,
08/05/2025 04:46,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,
25/06/2025 15:34,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente en desacuerdo,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,
09/02/2025 00:52,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,
